condition,inclugod,AmbigIntol_1,AmbigIntol_2,AmbigIntol_3,AmbigIntol_4,AmbigIntol_5,AmbigIntol_6,AmbigIntol_7,AmbigIntol_8,AmbigIntol_9,Pekala1r,Pekala2,Pekala3,Pekala4r,Q332,Q333,Q334,Q335,soco1W,soco2W,soco3W,pein1W,soco4W,pein2W,soco1A,soco2A,soco3A,pein1A,soco4A,pein2A,Shenav_1,Shenav_2,MCWrtInspW_1,MCWrtInspW_2,MCWrtToDoW_1,MCWrtToDoW_2,MCWrtBySoW_1,MCWrtBySoW_2,MCWrtPanaW_1,MCWrtPanaW_2,MCWrtPanaW_3,MCWrtPanaW_4,MCWrtPanaW_5,MCWrtPanaW_6,MCWrtPanaW_7,MCWrtPanaW_8,MCWrtInspA_1,MCWrtInspA_2,MCWrtToDoA_1,MCWrtToDoA_2,MCWrtBySoA_1,MCWrtBySoA_2,MCWrtPanaA_1,MCWrtPanaA_2,MCWrtPanaA_3,MCWrtPanaA_4,MCWrtPanaA_5,MCWrtPanaA_6,MCWrtPanaA_7,MCWrtPanaA_8,AC123,compamin,comppeka,compsoco,comppein,compshen,compmcwrtinp,compmcwrtto,compmcwrtby,compmcwrtpo,compmcwrtawe,cond1,cond2,cond3,passmc,filter_$
3,0,4,5,4,4,4,4,4,4,5,1,1,1,7, , , , ,3,3,4,4,4,5, , , , , , ,4,6,1,1,4,4,2,2,3,4,2,1,1,1,4,1, , , , , , , , , , , , , , ,3,4.22222222222222,2.5,3.5,4.5,5,1,4,2,5.57142857142857,2,0,0,1,1,1
3,0,5,2,4,4,6,4,5,4,6,7,2,2,7, , , , ,2,2,2,5,2,3, , , , , , ,5,5,7,6,1,1,1,1,2,1,1,1,1,1,1,1, , , , , , , , , , , , , , ,3,4.44444444444444,1.5,2,4,5,6.5,1,1,4.57142857142857,1,0,0,1,1,1
3,0,3,4,4,4,4,4,5,4,5,3,6,4,5, , , , ,4,7,4,6,4,4, , , , , , ,5,5,7,7,6,6,5,4,7,7,3,2,4,2,6,1, , , , , , , , , , , , , , ,3,4.11111111111111,4.5,4.75,5,5,7,6,4.5,6.14285714285714,3,0,0,1,1,1
3,0,5,4,5,5,6,6,4,6,6,7,2,1,7, , , , ,4,4,3,5,3,5, , , , , , ,5,5,4,4,1,4,1,7,1,1,1,1,6,1,1,1, , , , , , , , , , , , , , ,3,5.22222222222222,1.25,3.5,5,5,4,2.5,4,3.71428571428571,1,0,0,1,1,1
3,0,6,6,5,1,6,6,3,6,3,4,7,7,1, , , , ,3,4,3,7,4,7, , , , , , ,7,3,4,4,4,4,4,4,4,4,4,1,1,1,4,1, , , , , , , , , , , , , , ,3,4.66666666666667,6.25,3.5,7,5,4,4,4,5.71428571428571,4,0,0,1,1,1
3,0,6,4,5,2,1,5,3,5,6,7,2,1,6, , , , ,1,1,1,7,1,3, , , , , , ,5,5,4,3,1,1,1,1,6,3,1,1,1,1,2,1, , , , , , , , , , , , , , ,3,4.11111111111111,1.5,1,5,5,3.5,1,1,5.57142857142857,1,0,0,1,1,1
3,0,4,6,3,5,4,5,5,4,4,1,2,1,1, , , , ,4,4,4,6,4,1, , , , , , ,5,5,5,5,4,5,5,5,5,5,5,4,2,2,5,1, , , , , , , , , , , , , , ,3,4.44444444444444,4.25,4,3.5,5,5,4.5,5,5.42857142857143,5,0,0,1,1,1
3,0,4,6,3,3,2,6,5,4,6,4,4,6,4, , , , ,4,4,1,3,3,7, , , , , , ,5,5,4,4,4,4,4,4,5,5,2,1,3,7,5,2, , , , , , , , , , , , , , ,3,4.33333333333333,4.5,3,5,5,4,4,4,4.85714285714286,2,0,0,1,1,1
3,0,5,4,2,4,5,5,4,4,5,5,2,3,2, , , , ,4,5,6,7,6,4, , , , , , ,5,5,3,2,4,5,4,4,5,6,5,1,2,1,5,1, , , , , , , , , , , , , , ,3,4.22222222222222,3.5,5.25,5.5,5,2.5,4.5,4,6.14285714285714,5,0,0,1,1,1
3,0,6,4,2,5,4,3,5,4,6,1,7,7,1, , , , ,7,7,7,1,7,1, , , , , , ,5,5,5,5,4,5,4,4,5,5,5,1,2,1,5,1, , , , , , , , , , , , , , ,1,4.33333333333333,7,7,1,5,5,4.5,4,6,5,0,0,1,0,0
3,0,3,5,3,3,4,4,2,4,3,4,5,5,5, , , , ,4,2,4,5,4,5, , , , , , ,5,5,4,4,5,3,4,5,5,3,4,4,4,4,5,5, , , , , , , , , , , , , , ,3,3.44444444444444,4.25,3.5,5,5,4,4,4.5,4,4,0,0,1,1,1
3,0,3,4,4,5,4,3,5,4,5,3,5,3,5, , , , ,5,5,5,2,5,4, , , , , , ,6,4,6,5,5,5,4,5,5,6,3,3,5,3,5,3, , , , , , , , , , , , , , ,3,4.11111111111111,4,5,3,5,5.5,5,4.5,4.85714285714286,3,0,0,1,1,1
3,0,4,6,5,5,2,6,4,5,5,7,1,4,7, , , , ,3,4,1,4,2,6, , , , , , ,6,4,4,4,5,5,4,4,6,5,1,1,1,1,4,1, , , , , , , , , , , , , , ,3,4.66666666666667,1.75,2.5,5,5,4,5,4,6.14285714285714,1,0,0,1,1,1
3,0,4,2,3,5,2,2,4,4,5,5,4,4,4, , , , ,4,4,4,4,4,4, , , , , , ,5,5,4,4,4,4,4,4,2,2,3,1,1,1,3,1, , , , , , , , , , , , , , ,3,3.44444444444444,3.75,4,4,5,4,4,4,5,3,0,0,1,1,1
3,0,3,3,3,4,4,3,3,3,4,3,4,3,4, , , , ,5,5,5,5,4,5, , , , , , ,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , ,2,3.33333333333333,4,4.75,5,5,4,4,4,4,4,0,0,1,0,0
3,0,2,2,2,3,5,1,3,4,5,6,5,5,2, , , , ,5,6,7,7,7,7, , , , , , ,5,5,6,5,5,6,5,5,7,6,7,2,1,1,7,1, , , , , , , , , , , , , , ,3,3,4.5,6.25,7,5,5.5,5.5,5,6.71428571428571,7,0,0,1,1,1
3,0,3,3,4,5,5,4,5,3,3,3,6,6,2, , , , ,5,4,4,5,5,5, , , , , , ,5,5,5,5,5,6,4,4,5,5,5,1,1,1,4,1, , , , , , , , , , , , , , ,3,3.88888888888889,5.75,4.5,5,5,5,5.5,4,6,5,0,0,1,1,1
3,0,3,3,2,3,4,6,3,3,4,1,7,7,1, , , , ,6,5,6,4,4,4, , , , , , ,5,5,7,7,7,7,7,7,7,7,7,1,1,1,7,1, , , , , , , , , , , , , , ,3,3.44444444444444,7,5.25,4,5,7,7,7,7,7,0,0,1,1,1
3,0,1,2,4,5,2,1,2,2,5,4,5,4,5, , , , ,4,5,3,4,3,5, , , , , , ,3,7,5,5,4,4,5,3,3,2,1,1,1,1,1,1, , , , , , , , , , , , , , ,3,2.66666666666667,4,3.75,4.5,5,5,4,4,4.85714285714286,1,0,0,1,1,1
3,0,4,6,5,5,3,6,6,4,6,3,7,6,1, , , , ,5,5,4,5,4,5, , , , , , ,5,5,5,6,4,4,5,4,2,1,1,1,3,2,2,2, , , , , , , , , , , , , , ,3,5,6.25,4.5,5,5,5.5,4,4.5,4.14285714285714,1,0,0,1,1,1
3,0,5,1,1,4,2,2,4,2,5,6,4,5,5, , , , ,3,4,4,6,5,6, , , , , , ,5,5,5,4,6,6,1,1,5,4,5,1,1,1,2,1, , , , , , , , , , , , , , ,3,2.88888888888889,3.5,4,6,5,4.5,6,1,5.57142857142857,5,0,0,1,1,1
3,0,3,5,4,4,5,4,6,5,4,7,1,4,7, , , , ,3,3,7,7,3,7, , , , , , ,5,5,5,5,6,6,4,4,4,4,4,4,1,4,3,2, , , , , , , , , , , , , , ,3,4.44444444444444,1.75,4,7,5,5,6,4,4.57142857142857,4,0,0,1,1,1
3,0,6,6,4,4,4,6,5,6,5,7,1,1,7, , , , ,6,6,5,7,4,7, , , , , , ,4,6,3,3,4,6,4,4,1,1,1,2,5,1,3,1, , , , , , , , , , , , , , ,3,5.11111111111111,1,5.25,7,5,3,5,4,4,1,0,0,1,1,1
3,0,4,4,3,4,5,6,4,5,6,7,2,1,7, , , , ,2,2,3,1,1,1, , , , , , ,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , ,3,4.55555555555556,1.25,2,1,5,1,1,1,4.42857142857143,1,0,0,1,1,1
3,0,4,6,5,4,6,6,5,6,5,7,1,2,6, , , , ,5,6,4,7,4,7, , , , , , ,5,5,4,4,4,5,3,1,4,4,3,1,1,1,5,1, , , , , , , , , , , , , , ,3,5.22222222222222,1.5,4.75,7,5,4,4.5,2,5.85714285714286,3,0,0,1,1,1
3,0,2,2,3,2,3,3,2,3,2,4,5,5,5, , , , ,4,4,4,4,4,4, , , , , , ,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , ,3,2.44444444444444,4.25,4,4,5,4,4,5,3.85714285714286,5,0,0,1,1,1
3,0,2,4,3,4,3,3,4,4,6,5,6,6,3, , , , ,4,5,5,7,4,5, , , , , , ,5,5,4,4,5,5,4,5,5,4,1,2,5,1,6,1, , , , , , , , , , , , , , ,3,3.66666666666667,5,4.5,6,5,4,5,4.5,5.42857142857143,1,0,0,1,1,1
3,0,5,5,5,4,5,5,4,5,5,7,5,3,7, , , , ,5,5,5,4,4,5, , , , , , ,4,6,5,5,3,2,5,5,5,5,2,1,1,1,4,1, , , , , , , , , , , , , , ,3,4.77777777777778,2.5,4.75,4.5,5,5,2.5,5,6,2,0,0,1,1,1
3,0,5,6,4,6,6,6,4,6,6,7,2,1,7, , , , ,5,4,6,3,1,4, , , , , , ,5,5,1,1,1,1,4,4,4,4,1,1,1,1,4,1, , , , , , , , , , , , , , ,3,5.44444444444444,1.25,4,3.5,5,1,1,4,5.71428571428571,1,0,0,1,1,1
3,0,5,6,6,5,3,4,4,5,3,7,1,1,7, , , , ,2,2,2,4,2,4, , , , , , ,5,5,2,2,2,2,2,2,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , ,3,4.55555555555556,1,2,4,5,2,2,2,4.42857142857143,1,0,0,1,1,1
3,0,6,6,6,5,6,6,6,6,6,7,2,1,5, , , , ,7,3,6,4,6,2, , , , , , ,2,8,1,1,3,2,1,1,5,2,1,1,1,1,6,1, , , , , , , , , , , , , , ,3,5.88888888888889,1.75,5.5,3,5,1,2.5,1,5.85714285714286,1,0,0,1,1,1
3,0,3,6,1,6,1,4,6,5,6,3,1,4,3, , , , ,7,3,7,1,7,4, , , , , , ,10,1,7,7,4,6,6,2,3,1,3,1,4,1,5,2, , , , , , , , , , , , , , ,3,4.22222222222222,3.75,6,2.5,5.5,7,5,4,4.71428571428571,3,0,0,1,1,1
3,0,4,4,1,5,3,2,5,5,6,7,1,1,7, , , , ,2,2,2,2,2,7, , , , , , ,4,7,3,3,1,1,1,1,4,3,2,1,1,1,1,1, , , , , , , , , , , , , , ,3,3.88888888888889,1,2,4.5,5.5,3,1,1,5.14285714285714,2,0,0,1,1,1
3,0,5,5,5,5,5,5,5,5,5,7,7,7,7, , , , ,4,4,4,4,4,4, , , , , , ,10,1,7,7,4,4,4,4,5,5,7,1,1,1,7,1, , , , , , , , , , , , , , ,3,5,4,4,4,5.5,7,4,4,6.42857142857143,7,0,0,1,1,1
3,0,4,3,4,5,5,4,4,4,4,4,5,5,4, , , , ,4,4,4,3,5,5, , , , , , ,6,5,4,3,4,5,4,4,5,5,5,6,4,4,6,5, , , , , , , , , , , , , , ,3,4.11111111111111,4.5,4.25,4,5.5,3.5,4.5,4,4.14285714285714,5,0,0,1,1,1
3,0,1,4,2,1,1,5,5,1,3,6,6,2,6, , , , ,3,2,3,2,3,3, , , , , , ,8,3,6,6,5,5,5,4,5,5,4,3,3,3,4,2, , , , , , , , , , , , , , ,3,2.55555555555556,3,2.75,2.5,5.5,6,5,4.5,5,4,0,0,1,1,1
3,0,6,4,5,4,6,5,6,5,6,6,6,3,5, , , , ,5,4,5,3,4,5, , , , , , ,4,7,4,4,4,4,4,4,5,4,3,1,1,1,4,2, , , , , , , , , , , , , , ,3,5.22222222222222,3.5,4.5,4,5.5,4,4,4,5.71428571428571,3,0,0,1,1,1
3,0,4,3,6,2,3,5,6,5,6,6,3,4,6, , , , ,4,2,3,5,3,7, , , , , , ,1,10,7,5,6,7,5,1,6,5,7,2,5,6,6,2, , , , , , , , , , , , , , ,3,4.44444444444444,2.75,3,6,5.5,6,6.5,3,4.85714285714286,7,0,0,1,1,1
3,0,6,6,6,6,6,6,4,6,6,7,1,1,7, , , , ,2,2,7,7,7,7, , , , , , ,1,10,1,1,7,7,7,7,5,5,4,1,7,2,7,1, , , , , , , , , , , , , , ,3,5.77777777777778,1,4.5,7,5.5,1,7,7,5.42857142857143,4,0,0,1,1,1
3,0,4,3,2,5,4,5,4,4,5,7,2,1,5, , , , ,1,1,1,1,1,1, , , , , , ,6,5,1,1,1,1,1,1,5,5,1,1,1,1,1,1, , , , , , , , , , , , , , ,3,4,1.75,1,1,5.5,1,1,1,5.57142857142857,1,0,0,1,1,1
3,0,6,6,6,6,4,3,6,2,6,7,4,1,7, , , , ,3,5,6,7,4,7, , , , , , ,5,6,6,4,7,7,1,1,5,3,4,3,4,1,7,1, , , , , , , , , , , , , , ,3,5,1.75,4.5,7,5.5,5,7,1,5.42857142857143,4,0,0,1,1,1
3,0,5,6,5,3,5,5,5,5,6,7,2,1,6, , , , ,2,3,2,6,2,5, , , , , , ,6,5,4,4,4,4,4,4,1,1,3,1,5,1,2,4, , , , , , , , , , , , , , ,3,5,1.5,2.25,5.5,5.5,4,4,4,3.57142857142857,3,0,0,1,1,1
3,0,6,4,6,4,5,4,4,5,5,7,6,5,3, , , , ,5,5,3,5,3,5, , , , , , ,5,6,4,4,3,3,2,1,6,5,2,1,3,1,5,1, , , , , , , , , , , , , , ,3,4.77777777777778,4.25,4,5,5.5,4,3,1.5,6,2,0,0,1,1,1
3,0,1,2,2,3,1,5,6,2,5,1,6,6,1, , , , ,7,3,6,7,6,2, , , , , , ,2,9,5,5,6,6,6,3,7,7,6,1,1,1,7,1, , , , , , , , , , , , , , ,1,3,6.5,5.5,4.5,5.5,5,6,4.5,7,6,0,0,1,0,0
3,0,4,4,4,4,1,5,4,5,5,6,4,4,3, , , , ,3,2,7,7,5,7, , , , , , ,5,6,5,5,3,5,5,3,4,3,2,5,6,5,4,5, , , , , , , , , , , , , , ,3,4,3.75,4.25,7,5.5,5,4,4,3.14285714285714,2,0,0,1,1,1
3,0,6,5,4,5,3,5,5,3,6,4,1,3,1, , , , ,4,2,3,7,7,7, , , , , , ,10,1,1,1,1,1,1,1,6,5,1,1,1,1,5,1, , , , , , , , , , , , , , ,3,4.66666666666667,3.75,4,7,5.5,1,1,1,6.28571428571429,1,0,0,1,1,1
3,0,3,3,3,4,3,1,5,4,4,7,1,4,7, , , , ,2,2,1,1,3,1, , , , , , ,5,6,5,5,3,3,3,3,4,3,1,1,1,1,2,1, , , , , , , , , , , , , , ,3,3.33333333333333,1.75,2,1,5.5,5,3,3,5.28571428571429,1,0,0,1,1,1
3,0,6,6,4,6,6,6,6,6,6,4,5,6,2, , , , ,7,2,1,7,5,1, , , , , , ,1,10,4,4,4,4,5,6,3,1,2,7,4,7,5,7, , , , , , , , , , , , , , ,3,5.77777777777778,5.25,3.75,4,5.5,4,4,5.5,2.28571428571429,2,0,0,1,1,1
3,0,3,5,4,6,4,4,5,5,5,7,6,5,4, , , , ,4,4,4,4,4,4, , , , , , ,6,5,5,5,4,4,4,4,7,5,4,1,1,1,6,1, , , , , , , , , , , , , , ,3,4.55555555555556,4,4,4,5.5,5,4,4,6.57142857142857,4,0,0,1,1,1
3,0,4,4,4,4,2,2,2,5,1,6,5,6,3, , , , ,4,5,6,4,5,5, , , , , , ,7,4,7,6,7,7,6,5,7,7,6,2,4,3,7,3, , , , , , , , , , , , , , ,3,3.11111111111111,4.5,5,4.5,5.5,6.5,7,5.5,5.85714285714286,6,0,0,1,1,1
3,0,6,6,5,4,5,2,6,4,6,7,1,1,7, , , , ,4,5,3,6,3,7, , , , , , ,10,1,4,4,5,3,4,4,7,6,5,1,1,1,4,1, , , , , , , , , , , , , , ,3,4.88888888888889,1,3.75,6.5,5.5,4,4,4,6.42857142857143,5,0,0,1,1,1
3,0,6,1,1,6,6,1,1,1,6,7,1,7,1, , , , ,1,1,7,1,7,1, , , , , , ,10,1,7,7,1,1,7,1,7,7,7,1,1,1,7,1, , , , , , , , , , , , , , ,3,3.22222222222222,4,4,1,5.5,7,1,4,7,7,0,0,1,1,1
3,0,6,4,5,4,4,5,5,5,5,6,4,2,3, , , , ,4,4,5,6,4,6, , , , , , ,6,5,5,5,4,4,3,3,5,4,3,1,1,1,3,1, , , , , , , , , , , , , , ,3,4.77777777777778,3.25,4.25,6,5.5,5,4,3,5.71428571428571,3,0,0,1,1,1
3,0,6,5,6,6,6,6,6,6,6,3,5,5,1, , , , ,5,7,7,1,7,7, , , , , , ,1,10,4,4,1,3,2,1,6,6,1,1,1,1,4,1, , , , , , , , , , , , , , ,1,5.88888888888889,5.5,6.5,4,5.5,4,2,1.5,6.28571428571429,1,0,0,1,0,0
3,0,6,6,6,4,6,5,6,3,2,6,5,3,3, , , , ,2,2,2,6,2,6, , , , , , ,6,5,5,5,2,2,2,1,5,5,4,1,3,1,4,1, , , , , , , , , , , , , , ,3,4.88888888888889,3.75,2,6,5.5,5,2,1.5,5.71428571428571,4,0,0,1,1,1
3,0,4,4,2,4,4,4,5,5,5,6,4,2,6, , , , ,5,4,5,5,6,4, , , , , , ,5,6,2,2,2,2,2,2,3,4,3,1,1,1,4,1, , , , , , , , , , , , , , ,3,4.11111111111111,2.5,5,4.5,5.5,2,2,2,5.57142857142857,3,0,0,1,1,1
3,0,5,6,4,6,5,5,4,6,6,2,7,2,6, , , , ,5,7,6,6,7,6, , , , , , ,6,5,6,5,4,5,4,5,5,6,6,1,2,1,7,1, , , , , , , , , , , , , , ,3,5.22222222222222,4.25,6.25,6,5.5,5.5,4.5,4.5,6.42857142857143,6,0,0,1,1,1
3,0,5,5,2,5,2,3,6,5,5,1,2,7,1, , , , ,3,3,7,2,7,3, , , , , , ,3,8,6,6,5,4,4,4,6,6,5,1,1,1,6,1, , , , , , , , , , , , , , ,3,4.22222222222222,5.75,5,2.5,5.5,6,4.5,4,6.57142857142857,5,0,0,1,1,1
3,0,3,5,2,3,5,4,5,4,6,7,4,1,6, , , , ,1,1,1,1,1,1, , , , , , ,5,6,1,1,2,2,1,1,6,6,1,1,1,1,3,1, , , , , , , , , , , , , , ,1,4.11111111111111,2,1,1,5.5,1,2,1,6.14285714285714,1,0,0,1,0,0
3,0,4,2,6,6,2,4,5,4,5,5,5,4,3, , , , ,7,4,7,6,4,5, , , , , , ,6,5,2,2,2,2,2,2,1,1,1,1,5,5,1,5, , , , , , , , , , , , , , ,3,4.22222222222222,4.25,5.5,5.5,5.5,2,2,2,2.71428571428571,1,0,0,1,1,1
3,0,4,3,3,4,3,4,2,4,5,7,1,1,7, , , , ,3,3,3,4,2,4, , , , , , ,6,5,1,1,2,2,1,1,3,2,1,1,1,1,2,1, , , , , , , , , , , , , , ,3,3.55555555555556,1,2.75,4,5.5,1,2,1,5,1,0,0,1,1,1
3,0,3,3,2,1,3,2,2,3,5,7,6,1,1, , , , ,6,6,6,7,6,6, , , , , , ,1,10,4,4,4,4,2,1,7,6,4,1,1,1,7,1, , , , , , , , , , , , , , ,3,2.66666666666667,3.75,6,6.5,5.5,4,4,1.5,6.85714285714286,4,0,0,1,1,1
3,0,5,6,4,3,5,4,5,4,5,4,4,4,4, , , , ,2,4,1,7,1,1, , , , , , ,10,1,4,4,3,5,4,3,4,4,2,5,6,1,3,1, , , , , , , , , , , , , , ,3,4.55555555555556,4,2,4,5.5,4,4,3.5,4.28571428571429,2,0,0,1,1,1
3,0,4,5,6,4,4,2,1,4,4,7,4,6,6, , , , ,5,2,6,1,6,4, , , , , , ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.77777777777778,3.25,4.75,2.5,6, , , , , ,0,0,1,0,0
3,0,4,5,6,4,4,5,4,5,2,7,4,5,2, , , , ,6,5,5,6,5,5, , , , , , ,6,6,7,7,5,5,3,4,3,3,2,1,3,1,4,1, , , , , , , , , , , , , , ,3,4.33333333333333,4,5.25,5.5,6,7,5,3.5,5.14285714285714,2,0,0,1,1,1
3,0,4,5,4,3,4,4,3,5,3,7,4,7,6, , , , ,5,4,4,5,4,5, , , , , , ,6,6,5,4,4,4,4,6,3,1,1,1,5,1,1,1, , , , , , , , , , , , , , ,3,3.88888888888889,3.5,4.25,5,6,4.5,4,5,4.14285714285714,1,0,0,1,1,1
3,0,4,3,2,6,2,2,4,4,6,7,5,6,3, , , , ,3,4,4,3,6,5, , , , , , ,5,7,2,2,4,5,2,1,4,4,3,1,1,1,5,1, , , , , , , , , , , , , , ,3,3.66666666666667,4.25,4.25,4,6,2,4.5,1.5,5.85714285714286,3,0,0,1,1,1
3,0,6,4,5,2,4,5,5,5,2,7,1,1,7, , , , ,2,2,2,5,2,5, , , , , , ,8,4,1,1,1,1,1,1,6,3,2,1,1,1,3,1, , , , , , , , , , , , , , ,3,4.22222222222222,1,2,5,6,1,1,1,5.71428571428571,2,0,0,1,1,1
3,0,4,5,2,4,3,5,6,4,6,2,3,5,2, , , , ,6,6,6,4,6,3, , , , , , ,6,6,5,4,4,3,4,4,5,4,2,1,1,1,6,1, , , , , , , , , , , , , , ,3,4.33333333333333,5,6,3.5,6,4.5,3.5,4,6.14285714285714,2,0,0,1,1,1
3,0,4,4,3,5,3,5,5,5,4,7,4,1,7, , , , ,6,5,4,5,4,5, , , , , , ,6,6,3,3,3,3,3,3,3,1,2,1,1,1,1,1, , , , , , , , , , , , , , ,3,4.22222222222222,1.75,4.75,5,6,3,3,3,4.71428571428571,2,0,0,1,1,1
3,0,5,5,4,6,6,2,6,4,6,7,4,1,7, , , , ,2,2,1,4,1,1, , , , , , ,4,8,3,5,1,6,5,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , ,3,4.88888888888889,1.75,1.5,2.5,6,4,3.5,3,4.42857142857143,1,0,0,1,1,1
3,0,2,2,2,2,2,5,5,5,5,7,1,1,4, , , , ,3,4,5,6,4,5, , , , , , ,6,6,4,4,5,5,3,3,2,2,2,2,2,4,2,4, , , , , , , , , , , , , , ,3,3.33333333333333,1.75,4,5.5,6,4,5,3,3.71428571428571,2,0,0,1,1,1
3,0,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , ,4,4,4,4,4,4, , , , , , ,6,6,5,5,5,5,5,5,7,7,2,1,1,1,7,1, , , , , , , , , , , , , , ,3,4,4,4,4,6,5,5,5,7,2,0,0,1,1,1
3,0,3,4,3,3,3,3,3,5,3,6,5,4,3, , , , ,4,4,4,4,4,5, , , , , , ,6,6,4,5,3,3,2,2,5,5,1,1,1,1,5,1, , , , , , , , , , , , , , ,3,3.33333333333333,4,4,4.5,6,4.5,3,2,6.14285714285714,1,0,0,1,1,1
3,0,6,6,5,4,2,6,4,4,6,7,6,1,3, , , , ,7,5,7,7,6,7, , , , , , ,6,6,4,4,7,7,4,4,7,7,7,4,6,4,1,1, , , , , , , , , , , , , , ,1,4.77777777777778,3.25,6.25,7,6,4,7,4,4.57142857142857,7,0,0,1,0,0
3,0,5,5,4,6,6,4,6,4,6,7,4,1,7, , , , ,3,7,2,5,1,7, , , , , , ,8,4,4,4,4,4,4,7,4,4,2,1,1,5,4,1, , , , , , , , , , , , , , ,3,5.11111111111111,1.75,3.25,6,6,4,4,5.5,5.14285714285714,2,0,0,1,1,1
3,0,5,5,5,4,4,5,4,6,5,6,1,1,7, , , , ,2,4,2,5,2,4, , , , , , ,6,6,1,1,1,1,1,1,1,1,1,3,2,2,1,1, , , , , , , , , , , , , , ,3,4.77777777777778,1.25,2.5,4.5,6,1,1,1,3.85714285714286,1,0,0,1,1,1
3,0,4,4,5,4,5,3,2,5,5,6,2,3,7, , , , ,4,3,2,4,2,6, , , , , , ,5,7,5,5,3,2,2,1,2,1,3,2,4,1,4,1, , , , , , , , , , , , , , ,3,4.11111111111111,2,2.75,5,6,5,2.5,1.5,4.42857142857143,3,0,0,1,1,1
3,0,4,4,4,3,5,4,4,4,5,7,1,1,7, , , , ,4,5,1,1,1,1, , , , , , ,6,6,1,1,1,1,1,1,4,3,2,1,1,1,3,1, , , , , , , , , , , , , , ,3,4.11111111111111,1,2.75,1,6,1,1,1,5.42857142857143,2,0,0,1,1,1
3,0,4,4,4,4,2,4,4,4,5,6,6,4,2, , , , ,6,6,6,6,6,6, , , , , , ,4,8,6,6,6,6,5,5,6,6,6,1,1,1,6,1, , , , , , , , , , , , , , ,3,3.88888888888889,4.5,6,6,6,6,6,5,6.57142857142857,6,0,0,1,1,1
3,0,5,2,4,2,3,3,2,3,6,6,6,4,4, , , , ,4,2,1,5,3,4, , , , , , ,5,7,3,2,1,1,4,2,6,5,3,1,2,1,4,1, , , , , , , , , , , , , , ,3,3.33333333333333,4,2.5,4.5,6,2.5,1,3,6,3,0,0,1,1,1
3,0,5,6,5,5,1,4,6,5,6,3,7,6,4, , , , ,6,5,4,7,6,5, , , , , , ,6,6,5,5,5,4,5,6,5,5,6,1,2,1,6,1, , , , , , , , , , , , , , ,3,4.77777777777778,5.5,5.25,6,6,5,4.5,5.5,6.14285714285714,6,0,0,1,1,1
3,0,5,4,4,4,4,4,6,5,5,7,2,3,4, , , , ,4,5,5,5,6,6, , , , , , ,5,7,2,2,2,2,4,2,4,3,5,1,1,1,4,1, , , , , , , , , , , , , , ,3,4.55555555555556,2.5,5,5.5,6,2,2,3,5.57142857142857,5,0,0,1,1,1
3,0,4,4,4,5,2,5,6,5,6,1,4,5,2, , , , ,2,4,5,3,5,6, , , , , , ,6,6,2,2,3,6,4,4,3,3,2,1,2,4,6,3, , , , , , , , , , , , , , ,3,4.55555555555556,5.5,4,4.5,6,2,4.5,4,4.85714285714286,2,0,0,1,1,1
3,0,6,6,6,2,4,6,6,6,4,3,5,3,2, , , , ,4,6,5,5,6,6, , , , , , ,10,2,1,1,2,1,1,1,7,5,4,1,1,1,6,1, , , , , , , , , , , , , , ,3,5.11111111111111,4.75,5.25,5.5,6,1,1.5,1,6.57142857142857,4,0,0,1,1,1
3,0,5,5,5,3,4,4,5,5,5,7,1,1,7, , , , ,4,1,1,1,1,1, , , , , , ,5,7,1,1,1,1,1,1,1,1,1,1,2,1,1,2, , , , , , , , , , , , , , ,3,4.55555555555556,1,1.75,1,6,1,1,1,4.14285714285714,1,0,0,1,1,1
3,0,5,5,4,4,4,4,4,5,4,7,5,6,5, , , , ,3,5,5,7,6,7, , , , , , ,8,4,2,6,5,5,5,5,6,7,2,1,5,1,4,2, , , , , , , , , , , , , , ,3,4.33333333333333,3.75,4.75,7,6,4,5,5,5.71428571428571,2,0,0,1,1,1
3,0,6,4,5,5,5,4,2,5,6,7,4,6,5, , , , ,6,5,6,2,5,7, , , , , , ,6,6,6,6,6,5,6,3,6,5,4,5,1,1,3,1, , , , , , , , , , , , , , ,1,4.66666666666667,3.5,5.5,4.5,6,6,5.5,4.5,5.42857142857143,4,0,0,1,0,0
3,0,4,4,6,3,2,3,6,4,6,2,6,7,1, , , , ,6,6,4,3,4,6, , , , , , ,3,9,4,4,4,4,4,4,6,5,5,1,1,1,4,1, , , , , , , , , , , , , , ,3,4.22222222222222,6.5,5,4.5,6,4,4,4,6.14285714285714,5,0,0,1,1,1
3,0,4,6,5,5,6,6,6,5,6,1,7,7,1, , , , ,7,7,7,1,7,1, , , , , , ,6,6,7,7,4,5,7,7,7,7,7,1,1,1,7,1, , , , , , , , , , , , , , ,1,5.44444444444444,7,7,1,6,7,4.5,7,7,7,0,0,1,0,0
